keyword,delta_bayes
is_organic,0.038085895035941064
is_kosher,0.024782655944817655
is_vanilla,0.02186775434196786
is_gultenfree,0.014507449843720543
is_chocolate,0.0048092877360979
is_peanut,-0.005426349086945059
is_vegan,-0.024582385542514018
